time,	LDR,	LED
5449936,	713,	220
5451552,	714,	220
5453168,	713,	220
5454784,	715,	220
5456400,	714,	220
5458016,	713,	220
5459632,	714,	220
5461248,	713,	220
5462856,	714,	220
5464472,	714,	220
5466088,	710,	220
5467704,	715,	220
5469320,	716,	220
5470936,	715,	220
5472552,	713,	220
5474168,	713,	220
5475776,	713,	220
5477392,	711,	220
5479008,	714,	220
5480624,	714,	220
5482240,	714,	220
5483856,	714,	220
5485472,	715,	220
5487088,	715,	220
5488696,	711,	220
5490312,	714,	220
5491928,	714,	220
5493544,	714,	220
5495160,	714,	220
5496776,	714,	220
5498392,	714,	220
5500008,	714,	220
5501624,	714,	220
5503232,	715,	220
5504848,	715,	220
5506464,	713,	220
5508080,	710,	220
5509696,	714,	220
5511312,	714,	220
5512928,	714,	220
5514536,	714,	220
5516152,	714,	220
5517768,	714,	220
5519384,	711,	220
5521000,	715,	220
5522616,	714,	220
5524232,	714,	220
5525848,	714,	220
5527456,	714,	220
5529072,	715,	220
5530688,	711,	220
5532304,	713,	220
5533920,	714,	220
5535536,	715,	220
5537152,	716,	220
5538768,	713,	220
5540384,	714,	220
5541992,	714,	220
5543608,	713,	220
5545224,	714,	220
5546840,	714,	220
5548456,	714,	220
5550072,	712,	220
5551688,	714,	220
5553296,	715,	220
5554912,	715,	220
5556528,	714,	220
5558144,	714,	220
5559760,	713,	220
5561376,	711,	220
5562992,	714,	220
5564608,	714,	220
5566216,	714,	220
5567832,	714,	220
5569448,	713,	220
5571064,	716,	220
5572680,	713,	220
5574296,	713,	220
5575912,	713,	220
5577528,	714,	220
5579136,	713,	220
5580752,	712,	220
5582368,	715,	220
5583992,	714,	220
5585600,	714,	220
5587216,	714,	220
5588832,	714,	220
5590448,	714,	220
5592072,	711,	220
5593672,	715,	220
5595288,	714,	220
5596904,	714,	220
5598520,	714,	220
5600136,	715,	220
5601752,	715,	220
5603368,	713,	220
5604984,	715,	220
5606592,	714,	220
5608208,	713,	220
5609824,	714,	220
5611448,	714,	230
5613056,	714,	230
5614672,	713,	230
5616288,	715,	230
5617896,	717,	230
5619512,	717,	230
5621128,	717,	230
5622744,	718,	230
5624360,	718,	230
5625984,	718,	230
5627592,	719,	230
5629208,	719,	230
5630824,	719,	230
5632432,	719,	230
5634056,	717,	230
5635664,	720,	230
5637280,	721,	230
5638896,	720,	230
5640512,	719,	230
5642128,	719,	230
5643736,	719,	230
5645352,	717,	230
5646968,	720,	230
5648584,	720,	230
5650200,	720,	230
5651816,	720,	230
5653432,	720,	230
5655048,	719,	230
5656664,	717,	230
5658272,	720,	230
5659888,	720,	230
5661504,	720,	230
5663120,	720,	230
5664736,	720,	230
5666352,	720,	230
5667968,	720,	230
5669576,	722,	230
5671192,	721,	230
5672808,	719,	230
5674424,	720,	230
5676040,	717,	230
5677656,	720,	230
5679272,	720,	230
5680888,	720,	230
5682496,	720,	230
5684112,	720,	230
5685728,	720,	230
5687344,	718,	230
5688960,	720,	230
5690576,	721,	230
5692192,	720,	230
5693808,	721,	230
5695416,	720,	230
5697032,	720,	230
5698648,	717,	230
5700264,	720,	230
5701880,	722,	230
5703496,	721,	230
5705112,	719,	230
5706728,	719,	230
5708344,	719,	230
5709952,	720,	230
5711568,	720,	230
5713184,	720,	230
5714800,	721,	230
5716416,	720,	230
5718032,	718,	230
5719648,	720,	230
5721256,	722,	230
5722872,	721,	230
5724488,	720,	230
5726104,	721,	230
5727720,	721,	230
5729336,	718,	230
5730952,	721,	230
5732568,	720,	230
5734176,	722,	230
5735792,	722,	230
5737408,	721,	230
5739024,	719,	230
5740640,	720,	230
5742256,	720,	230
5743872,	720,	230
5745488,	720,	230
5747096,	720,	230
5748712,	720,	230
5750328,	721,	230
5751944,	720,	230
5753560,	721,	230
5755176,	720,	230
5756792,	721,	230
5758408,	721,	230
5760024,	718,	230
5761632,	721,	230
5763248,	720,	230
5764864,	721,	230
5766480,	721,	230
5768096,	721,	230
5769712,	722,	230
5771328,	717,	230
5772936,	720,	230
5774552,	720,	230
5776168,	720,	230
5777784,	720,	230
5779400,	721,	230
5781016,	720,	230
5782632,	720,	230
5784248,	721,	230
5785856,	721,	230
5787472,	720,	230
5789088,	720,	230
5790704,	720,	230
5792320,	721,	230
5793936,	720,	230
5795552,	721,	230
5797168,	721,	230
5798784,	720,	230
5800392,	720,	230
5802008,	719,	230
5803624,	721,	230
5805240,	719,	230
5806856,	719,	230
5808472,	722,	230
5810088,	720,	230
5811712,	720,	240
5813312,	718,	240
5814928,	721,	240
5816544,	722,	240
5818160,	723,	240
5819776,	723,	240
5821392,	724,	240
5823008,	724,	240
5824624,	724,	240
5826232,	724,	240
5827848,	725,	240
5829464,	724,	240
5831080,	725,	240
5832696,	725,	240
5834312,	728,	240
5835928,	727,	240
5837544,	726,	240
5839152,	725,	240
5840768,	726,	240
5842384,	725,	240
5844000,	723,	240
5845616,	725,	240
5847232,	726,	240
5848848,	726,	240
5850464,	726,	240
5852072,	726,	240
5853688,	726,	240
5855304,	723,	240
5856920,	726,	240
5858536,	726,	240
5860152,	726,	240
5861768,	726,	240
5863384,	726,	240
5864992,	726,	240
5866616,	726,	240
5868224,	726,	240
5869840,	728,	240
5871456,	727,	240
5873072,	727,	240
5874696,	725,	240
5876296,	725,	240
5877912,	726,	240
5879528,	726,	240
5881144,	726,	240
5882760,	726,	240
5884376,	727,	240
5885992,	724,	240
5887608,	726,	240
5889224,	726,	240
5890832,	726,	240
5892448,	727,	240
5894064,	727,	240
5895680,	726,	240
5897296,	723,	240
5898912,	726,	240
5900528,	726,	240
5902136,	728,	240
5903752,	727,	240
5905368,	725,	240
5906984,	726,	240
5908608,	726,	240
5910216,	726,	240
5911832,	726,	240
5913448,	726,	240
5915056,	726,	240
5916680,	726,	240
5918288,	726,	240
5919904,	726,	240
5921520,	727,	240
5923136,	727,	240
5924752,	726,	240
5926368,	727,	240
5927976,	724,	240
5929592,	726,	240
5931208,	725,	240
5932824,	726,	240
5934440,	728,	240
5936056,	728,	240
5937672,	725,	240
5939288,	725,	240
5940896,	725,	240
5942512,	726,	240
5944128,	726,	240
5945744,	726,	240
5947360,	726,	240
5948976,	727,	240
5950592,	726,	240
5952208,	727,	240
5953816,	727,	240
5955432,	726,	240
5957048,	726,	240
5958664,	726,	240
5960280,	727,	240
5961896,	727,	240
5963512,	727,	240
5965128,	727,	240
5966736,	728,	240
5968352,	728,	240
5969968,	723,	240
5971584,	725,	240
5973200,	726,	240
5974816,	726,	240
5976432,	727,	240
5978048,	727,	240
5979656,	727,	240
5981272,	724,	240
5982888,	727,	240
5984504,	727,	240
5986120,	727,	240
5987736,	727,	240
5989352,	726,	240
5990968,	727,	240
5992576,	727,	240
5994192,	727,	240
5995808,	727,	240
5997424,	726,	240
5999040,	726,	240
6000656,	727,	240
6002272,	728,	240
6003888,	727,	240
6005496,	727,	240
6007112,	726,	240
6008728,	725,	240
6010344,	726,	240
6011960,	724,	240
6013584,	726,	250
6015192,	727,	250
6016808,	727,	250
6018416,	730,	250
6020032,	728,	250
6021648,	729,	250
6023264,	730,	250
6024880,	730,	250
6026496,	730,	250
6028112,	730,	250
6029728,	730,	250
6031344,	731,	250
6032952,	731,	250
6034568,	731,	250
6036184,	732,	250
6037800,	730,	250
6039416,	730,	250
6041032,	730,	250
6042648,	731,	250
6044256,	731,	250
6045872,	731,	250
6047488,	731,	250
6049104,	732,	250
6050720,	732,	250
6052336,	731,	250
6053952,	733,	250
6055568,	731,	250
6057176,	731,	250
6058792,	732,	250
6060408,	732,	250
6062024,	732,	250
6063640,	732,	250
6065256,	731,	250
6066872,	731,	250
6068488,	733,	250
6070096,	733,	250
6071712,	730,	250
6073328,	731,	250
6074944,	731,	250
6076560,	731,	250
6078176,	732,	250
6079792,	732,	250
6081408,	732,	250
6083016,	731,	250
6084632,	731,	250
6086248,	732,	250
6087864,	732,	250
6089480,	732,	250
6091096,	732,	250
6092712,	732,	250
6094328,	732,	250
6095944,	730,	250
6097552,	732,	250
6099168,	732,	250
6100784,	733,	250
6102400,	734,	250
6104016,	731,	250
6105632,	731,	250
6107248,	731,	250
6108856,	731,	250
6110472,	732,	250
6112088,	732,	250
6113704,	731,	250
6115320,	732,	250
6116936,	732,	250
6118552,	731,	250
6120168,	732,	250
6121776,	732,	250
6123392,	732,	250
6125008,	731,	250
6126624,	732,	250
6128240,	732,	250
6129856,	732,	250
6131472,	732,	250
6133088,	732,	250
6134704,	734,	250
6136312,	733,	250
6137928,	728,	250
6139544,	731,	250
6141160,	731,	250
6142776,	732,	250
6144392,	732,	250
6146008,	732,	250
6147616,	732,	250
6149240,	732,	250
6150848,	732,	250
6152464,	731,	250
6154080,	732,	250
6155696,	732,	250
6157320,	732,	250
6158928,	732,	250
6160544,	732,	250
6162152,	732,	250
6163768,	732,	250
6165384,	732,	250
6167000,	733,	250
6168616,	733,	250
6170232,	731,	250
6171848,	731,	250
6173464,	731,	250
6175072,	732,	250
6176688,	732,	250
6178304,	732,	250
6179920,	730,	250
6181536,	732,	250
6183152,	732,	250
6184768,	731,	250
6186376,	732,	250
6187992,	732,	250
6189608,	732,	250
6191232,	732,	250
6192840,	732,	250
6194456,	732,	250
6196072,	732,	250
6197688,	732,	250
6199304,	732,	250
6200912,	734,	250
6202528,	733,	250
6204144,	733,	250
6205760,	732,	250
6207376,	731,	250
6208992,	732,	250
6210608,	732,	250
6212224,	731,	250
